artist,genre
Rod Wave,Hip-Hop/Rap
Roddy Ricch,Hip-Hop/Rap
Rodney O,Pop
Rodrigo Amarante,Brazilian
Roger Strauss,Pop
Roland Wilder,Pop
Roll Deep,Pop
Romain Collin,Pop
Rome Streetz,Hip-Hop/Rap
Ron Bladworth,Pop
Ron de Lauren,Hip-Hop/Rap
Ron Lopata,Pop
Ron Marks,Pop
Ron Suno,Pop
Ronzo,Chillout
Roop Kumar Rathod,Bollywood
Rory Ryan,Pop
ROSALÍA,Latin
Ross Ware,Pop
ROSÉ,K-Pop
Rot Ken,Hip-Hop/Rap
Rotimi,Dancehall
Rousseau,Pop
ROUTE11,Pop
Roy Hargrove,Pop
Roy Orbison,Rockabilly
Roy Purdy,Pop
Roy Woods,R&B
Royal & the Serpent,Alternative Rock
Royal Crown Revue,Pop
Rudimental,House
Rudy Raw,Pop
Rudy Winston,Pop
Rupert Holmes,Pop
Rushy,Pop
Russ,Pop
Russ Millions,Reggae
Russell Preston,Pop
Rusted Root,J Rock
Ruth B.,Pop
Ryael,Pop
Ryan Beatty,Pop
Ryan Gosling,Pop
Ryan Hemsworth,Hip-Hop/Rap
Ryan Higa,Hip-Hop/Rap
Rylo Rodriguez,Hip-Hop/Rap
S. P. Balasubrahmanyam,K-Pop
S1lva,Pop
S1mba,Hip-Hop/Rap
Saba,Hip-Hop/Rap
Saber Bourne,Pop
Sabrina Carpenter,Electronic
Sachet Tandon,Pop
Sachet-Parampara,Pop
Sachin-Jigar,Bollywood
Sacred Dreams,Pop
Sad Night Dynamite,Pop
Sade,British
Sage The Gemini,Dance
sagun,Chillout
Saib,Chillout
Saiming,Pop
SAINt JHN,House
Sainté,Pop
Saleem Shahzada,Pop
Salim–Sulaiman,Folk
salvia palth,Emo
Sam Backing Tracks,Pop
Sam Cooke,Pop
sam e hues,Pop
Sam Fender,Indie Rock
Sam Fischer,Pop
Sam Smith,Pop
Sam Tinnesz,Blues
Sam Wills,Chillout
Sama Thakore,Pop
Samantha Foster,Pop
Samara Cyn,Pop
Samiy,Pop
Samlight,Pop
Sammy Atlas,Pop
Sample Junkie,Pop
Samuel Da Silva,Pop
Samuel Green,Pop
Samuel Kahn,Pop
Samuel Kees,Pop
Sanam,Bollywood
Sander Bjerke,Pop
Sandesh Shandilya,Bollywood
Sandra Turner,Pop
Santana,Blues
Santi Bordera,Pop
Saphena Trio,Pop
SaraaMongo,Pop
Sarah Coponat,Classical
Sarah Vaughan,Jazz
Sasha Alex Sloan,House
Saweetie,Dance
Scarlett Johansson,Pop
Scarlxrd,Dub
Scatman John,Pop
ScHoolboy Q,Alternative Rock
Scissor Sisters,Pop
Scooby,Pop
Scorpions,Hard Rock
Scott Hamilton,Jazz
SE-Quartet,Pop
Seal,British
Sean Eastman,Pop
Sean Leon,Hip-Hop/Rap
Sean Paul,Dancehall
SEATBELTS,Jazz
Sebastian Hart,Pop
Secession Studios,Pop
Self Proclaimed Narcissist,Pop
Senthil Dass,K-Pop
September,Pop
SERAPHINE NOIR,Pop
Serenata Moss,Pop
Seth Bluebird,Pop
Seth Liane,Pop
Seth MacFarlane,Pop
Seth William,Pop
Sevdaliza,Pop
Seven Missing Santas,Pop
Sexyy Red,Hip-Hop/Rap
Señor Coconut,Pop
Shaan,Bollywood
Shaarib Toshi,Bollywood
Shae OT,Pop
Shafqat Amanat Ali,Bollywood
Shaggy,Reggae
Shankar Mahadevan,Bollywood
Shankar-Ehsaan-Loy,Bollywood
Shaolin Healing Bowls,Pop
sharkboy,Pop
Sharon Shannon,Pop
Shawn Mendes,Dance
Shazam Conner,Pop
Shazzie Love,Ambient
She & Him,Pop
She Died Real Pretty,Pop
Sheck Wes,Electronic
Shekhar Ravjiani,Bollywood
Shelly,Pop
Shemar Moore,Pop
Shiloh Dynasty,Pop
Shilpa Rao,Indian Pop
Shirley Ann Lee,Pop
Shirley Bassey,Electronic
Shivoryx,Pop
Shokk,Pop
Shoreline Mafia,Pop
SHR!TAN,Pop
Shreya Ghoshal,Bollywood
Shubh,Hip-Hop/Rap
SHY,Pop
Sia,Dance
Sid Sriram,Bollywood
Sidemen,Pop
Sideshow,Pop
Sidhu Moose Wala,Punjabi Hip-Hop
Sidney Bechet,Pop
Sienna Rose,Pop
SIENNA SPIRO,Pop
Sigala,House
Silo,Pop
Simnoid,Pop
Simon & Garfunkel,Folk
Simon Westman,Pop
Simone Morelli,Pop
Simple Minds,Synth-pop
Sinead Fisher,Pop
Sing Cast,Pop
SiR,Pop
Sir Mix-A-Lot,Pop
Sister Sledge,Disco
Sive Holmes,Pop
Sixpence None The Richer,Pop
Skeeter Davis,Pop
Skepta,Hip-Hop/Rap
Ski Mask The Slump God,Emo
Skilla Baby,Pop
Skrillex,Electronic
Skryptonite,Pop
sky,Pop
Skylar Grey,Classical
SkyZlimit,Pop
SL,Pop
SLACKCiRCUS,Pop
SleazyWorld Go,Hip-Hop/Rap
Sleep Advisor,Ambient
Sleeping At Last,Ambient
Sleepy Hallow,R&B
Sleepy Tom,Ambient
Slovak Philharmonic,Opera
Slow Moving Millie,Pop
Slowdive,Pop
Slum Village,Pop
Sly M,Pop
slō,Pop
Smash Mouth,Alternative Rock
Smiley,Hip-Hop/Rap
Smino,Pop
Smoke & Mirrors Trio,Pop
Smokey Robinson,Disco
Smokey Robinson & The Miracles,Funk
Snoh Aalegra,Alternative Rock
Snoop Dogg,Funk
Snow Patrol,Rock
Snowy White,British
Soakstream,Ambient
Social House,Dance
SoFaygo,Pop
Soft Brush Touches,Pop
Soft Cell,Synth-pop
Sohail Rana,Pop
Sohail Sen,Bollywood
Solange,Hip-Hop/Rap
Solo Sounds,Pop
sombr,Pop
SoMo,Pop
Son Lux,Pop
Sona Mohapatra,Bollywood
Sonder,Pop
Songer,Pop
Sonny Beckerlee,Pop
Sonny Clark,Pop
Sonu Nigam,Bollywood
Sophie Nichols,Pop
Sopperior,Pop
sosocamo,Pop
Soul Elevation,Pop
SoulChef,Pop
Soulja Boy,K-Pop
Souls Of Mischief,Hip-Hop/Rap
Soulwhirlingsomewhere,Pop
Soundtrack Orchestra,Classical
Southside,House
Southside Players,Pop
SPACEGIRL GEMMY,Pop
Spaze Windu,Pop
sped up nightcore,Rock
Spirit Garden,Pop
Spongebob Squarepants,Children’s Music
Spooky Tooth,Pop
Sports,R&B
Spotify,Pop
SR,Hip-Hop/Rap
st3.ve0,Pop
Stacey Bassetti,Ambient
Stacey Ryan,Pop
Staff Costa,Pop
Stan Getz,Jazz
Stan Stead,Pop
Stan Van Outen,Pop
Starland Vocal Band,Pop
Statik Selektah,Pop
Stay Flee Get Lizzy,Hip-Hop/Rap
steezy prime,Pop
Stefan Scholz,Pop
stefan ugryz,Pop
Stephan Moccio,Ambient
Stephan Schleiner,Classical
Stephen Sanchez,Singer-Songwriter
Steve Dawson,Pop
Steve Devon,Pop
Steve Kazee,Musical Theatre
Steve Lacy,Lo-Fi
Steve Tyrell,Pop
Stevie Wonder,Funk
Sticky Fingers,Pop
Still Woozy,Indie Pop
Stormzy,Hip-Hop/Rap
Strandz,Pop
Strawberry Guy,Indie Pop
Strings From Paris,Pop
Stryker Pose,Pop
SUBSTANCE810,Pop
Sufjan Stevens,Singer-Songwriter
Suite Mentale,Pop
Sukhbir,Hip-Hop/Rap
Sukhwinder Singh,Bollywood
Suki Waterhouse,Indie Pop
Summer Salt,Garage Rock
Summer Walker,Dancehall
Sun Room,Pop
Sune Klintberg,Pop
Sunidhi Chauhan,Indian Pop
Sunny Dawn Johnston,Ambient
Super Guitar Bros,Pop
SuperM,Pop
Superstar Pride,Pop
Surendra Shukla,Pop
Surfaces,R&B
Susan Suarez,Pop
Sushin Shyam,Malay Pop
Sven Grimm,Pop
Swae Lee,EDM
Swarmz,Pop
Swattrex,Indian Pop
Swedish House Mafia,House
SwitchOTR,Chillout
switxh,Pop
sxratchy,Pop
SYML,Pop
Syrioja,Pop
System Of A Down,Metal
SZA,R&B
T-Fire,Pop
T-Shyne,Pop
ta2cute,Pop
tacoyaki,Pop
Tai Verdes,Indie Pop
Tainy,Latin
Take Me To Your Best Friends House,Electronic
Takeoff,Hip-Hop/Rap
Tame Impala,Psychedelic Pop
Tammy Blanchard,Pop
tana,Hip-Hop/Rap
Tanishk Bagchi,Pop
Taron Egerton,Pop
Tarun Sagar,Electronic
Tate McRae,EDM
Tay-K,Pop
Taylor Stone,Pop
Taylor Swift,Pop
Tears For Fears,Synth-pop
Tec,Pop
Tech N9ne,Hip-Hop/Rap
Ted Greene,Pop
Ted Ross Quartet,Pop
Ted Taylor,Pop
Teddy Knight,Classical
Teddy Wilson,Pop
Tee Grizzley,Hip-Hop/Rap
TEEFIE,Pop
Tegan and Sara,Techno
Tems,Dancehall
Temz,Pop
Teo,Pop
Teriyaki Boyz,Pop
terra,Pop
Terrace Martin,Pop
Teuteu,Pop
Textures of Nature,Pop
Teyana Taylor,Alternative Rock
The 1975,Alternative Rock
The Alan Parsons Project,Pop
The Alchemist,Hip-Hop/Rap
The Animals,Psychedelic Rock
The Arthouses,Electronic
The Backing Tracks,Pop
The Backseat Lovers,Indie Pop
The Beach Boys,Psychedelic Rock
The Beatles,Rock
The Bedtime Orchestra,Ambient
The Black Skirts,Indie Pop
The Blue Alley,Pop
The Brothers Nylon,Pop
The Cardigans,Pop
The Chainsmokers,Electronic
The Chords,Pop
The City of Prague Philharmonic Orchestra,New Age
The Clash,Punk
The Clientele,Pop
The Collective,Pop
The Cool Kids,Pop
The Cranberries,Rock
The Crystals,Rock and Roll
The Daughters Of Eve,Pop
The Dave Brubeck Quartet,Jazz
The Don Mason Trio,Pop
The Doobie Brothers,Blues
The Doppelgangaz,Hip-Hop/Rap
The Durutti Column,Pop
The Five Stairsteps,Pop
The Flaming Lips,Electronic
The Flamingos,Blues
The Game,Hip-Hop/Rap
The Gap Band,Disco
The Golden Orchestra,Classical
The Goo Goo Dolls,Rock
The Gregory Brothers,Pop
The Grodeck Whipperjenny,Pop
The Groove Trio,Pop
The Guess Who,Psychedelic Rock
The Herbaliser,Trip-Hop
The Hornheads,Pop
The Ink Spots,Pop
The Internet,R&B
The Intruders,Disco
The Isley Brothers,Disco
The Jacksons,Disco
The Japanese House,R&B
The Jeff Steinberg Jazz Ensemble,Jazz
The Jimmy Castor Bunch,R&B
The Joker & The Thief,Rock
The Kid LAROI,Hip-Hop/Rap
The Killers,Alternative Rock
The Lemonheads,Pop
The Little Dippers,Pop
The Lonely Island,Comedy
The Lullaby Guys,Classical
The Macarons Project,Pop
The Mamas & The Papas,Psychedelic Rock
The Marías,Indie Pop
The Meters,Pop
The Mills Brothers,Pop
The Mohawks,Pop
The Monkees,Psychedelic Rock
The Moody Blues,Psychedelic Rock
The Nature Within,Pop
The Neighbourhood,Alternative Rock
The Noise,Pop
The Notations,Pop
The Notorious B.I.G.,Hip-Hop/Rap
The O'Neill Brothers Group,Classical
The OneUps,Pop
The Poet,Pop
The Police,Rock
The Ponderosa Twins Plus One,Pop
The Purist,Pop
The Radio Dept.,Ambient
The Rah Band,Funk
The Rare Occasions,Indie Rock
The Rembrandts,Pop
The Righteous Brothers,Rockabilly
The Rippingtons,Jazz
The Rolling Stones,British
The Ronettes,Pop
The Roots,Hip-Hop/Rap
The Royal Jesters,Pop
The Score,Alternative Rock
THE SCOTTS,Pop
The Script,Rock
The Seige,Alternative Rock
The Sh-Booms,Pop
The Sha La Das,Pop
The Shadows,Rockabilly
The Smiths,Indie Rock
The Soundtrackers,Pop
The Southern Belle,Pop
The Spencer Davis Group,British
The Strokes,Garage Rock
The Strumbellas,Folk
The Sundays,Pop
The Super Smart Trio,Pop
The Sweetgreens,Pop
The Temptations,R&B
The Theme Song,Pop
The Theorist,Classical
The Three Degrees,Disco
The Three Queens,Pop
The Tokens,Ambient
The Trap Remix Guys,Hip-Hop/Rap
The Turtles,Psychedelic Rock
The Underachievers,Pop
The Vernon Spring,Pop
The Wailers,Dub
The Walters,Indie Rock
The Wanted,Rock
The Weeknd,R&B
The White Stripes,Garage Rock
Thee Sacred Souls,Pop
TheFatRat,Pop
Thelonious,Pop
Thelonious Monk,Classical
Them & I,Pop
TheNewBonnie,Pop
Theodore Shapiro,Pop
Thierry Marchal,Pop
Thomas Attwood,Classical
Thomas Newman,Pop
Thomas Sejthen Trio,Pop
Three 6 Mafia,Pop
Thundercat,J Dance
TiaCorine,Pop
Tiana Major9,Chillout
Tibeauthetraveler,Pop
Tiji Jojo,Pop
Tim Franks Trio,Pop
Tim Simonec,Jazz
Tim Walker-Price,Pop
Timmies,Chillout
Timmy Thomas,Pop
Timothy Reisen,Pop
Tina Turner,Disco
Tina Wellbeck,Pop
Tinashe,House
Tindra Rosenlind,Pop
Tion Wayne,Hip-Hop/Rap
Tiësto,Trance
TLC,Pop
Tobi & Manny,Pop
Toby Fox,Pop
Toby Turner,Pop
Todd Rundgren,Pop
TOKYOPILL,Pop
TOKYO’S REVENGE,Pop
Tom Jones,British
Tom Meredith,Classical
Tom Misch,J-Pop
Tom Odell,Chillout
Tom Petty and the Heartbreakers,Folk
Tom Rosenthal,British
Tom The Mail Man,Pop
Tomas Lee,Classical
Tomasz Bura,Pop
Tommy Dorsey,Classical
Tommy Flanagan Trio,Pop
Tommy Ice,Emo
Tommy Lefroy,Pop
Tommy Richman,Pop
TommyMuzzic,Pop
Tonal Topographies,Pop
Toni Braxton,R&B
Tony Bennett,Jazz
Tony K,Pop
Tony Kakkar,Bollywood
Toosii,R&B
Toploader,British
Tory Lanez,Emo
Toshifumi Hinata,Pop
TOTO,Rock
Trae Tha Truth,Pop
Train,Rock
Trap Remix Guys,Hip-Hop/Rap
Traveling Wilburys,Blues
Travis,R&B
Travis Scott,Hip-Hop/Rap
Trent Garner,Ambient
Trent Reznor and Atticus Ross,Pop
Trevor Daniel,House
Trevor Potts,Pop
Trey Patton,Pop
Trez Archive,Pop
Trick Daddy,Hip-Hop/Rap
Trim,Hip-Hop/Rap
Trio,Pop
Trio Serena,Pop
Trippie Redd,Dub
Trois Amis,Pop
Troy Javelona,Pop
Tru Life,Pop
TruththeBull,Pop
trvs,Pop
Tryve,Pop
TS Eklund,Pop
Tsche Tsche Ballada,Pop
Tskinz,Pop
Tupperwave,Pop
Turbo,Classical
Turnstile,Pop
TV Girl,Indie Pop
TV Theme Song Library,Pop
TV Themes,Pop
tvuj tata,Pop
Twenty One Pilots,Rock
Twin Atlantic,Pop
Twista,Indie Pop
TWXN,Pop
Txmy,Pop
Ty Dolla $ign,R&B
Tyga,Electronic
Tyla,Pop
Tyla Yaweh,Hip-Hop/Rap
Tyler Bates,Pop
Tyler Marshall,Pop
"Tyler, The Creator",Hip-Hop/Rap
TyLuv.,Pop
U2,Pop
Udit Narayan,K-Pop
UGK,Hip-Hop/Rap
Uk Drill Hub,Hip-Hop/Rap
Ultimate Tribute Stars,Pop
UMI,Chillout
Underwater Sound,Pop
UNIYAL,Pop
Unk,Pop
Unknown P,Pop
Unknown T,Hip-Hop/Rap
Uno Blanket,Pop
Urban Jazz Junction,Jazz
Urge Overkill,Pop
Urskogen Jazz,Jazz
US Air Force Airmen Of Note,Pop
US Military Bands,Pop
USHER,Hip-Hop/Rap
USNA,Pop
Vacations,Indie Rock
Vakur Svalason,Pop
Valentine Summers,Pop
Valerie Simpson,Pop
Van Halen,Hard Rock
Van Morrison,British
Vance Joy,Folk
Vancouver Sleep Clinic,Folk
Vandolizm,Pop
Vanessa Carlton,Alternative Rock
Vangelis,Ambient
Vansire,Indie Pop
Various Artists,Dance
Veeze,Pop
Velvet Groove,Pop
Velvet Horizon,Pop
Vendla,Pop
Venna,Pop
Vera Nightingale,Pop
Vernon Sanders,Pop
Verzache,Chillout
VGR,Pop
Vibbar,Pop
Vic Carnes,Pop
Vicetone,House
Victony,Dancehall
Vidar Arvidsson,Pop
Video Days,Pop
Video Game Players,Pop
Viigo,Pop
Viktor Vaughn,Hip-Hop/Rap
Vilen,Hip-Hop/Rap
Vince Guaraldi Trio,Jazz
Vince Staples,Pop
Vinod Rathod,Bollywood
Virginio Aiello,Pop
Vishal Dadlani,Bollywood
Vishal Mishra,Bollywood
Vishal-Shekhar,Bollywood
Vismay Patel,Singer-Songwriter
Viuta,Pop
void,Pop
Von Neumann Effect,Pop
Vybz Kartel,J Dance
Wabie,Pop
Wajid,Hip-Hop/Rap
Wale,Chillout
WALK THE MOON,Alternative Rock
Wallows,Indie Pop
Walter Penn,Pop
Ward Stetson,Pop
wave to earth,Chillout
Wayne Buckley,Pop
Wayne Shorter,Pop
We Rabbitz,Pop
Wee,Pop
Weezer,Pop
Wes Anderson,Pop
Wes Ivory,Pop
Wes Montgomery,Instrumental
Westover Denver,Pop
Westside Gunn,Hip-Hop/Rap
Wham!,Synth-pop
White Noise,World
White Noise Therapy,Ambient
Whitney Houston,EDM
who.nate,Pop
WHOKILLEDXIX,Pop
Widow,Pop
Wiki,Pop
Wilbur Soot,Indie Pop
Wildea Wilderus,Pop
Wildflower Trio,Pop
Wilkinson,Drum and Bass
will fm,Pop
Will Mays,Hip-Hop/Rap
Will Paquin,Pop
Will Smith,Salsa
will.i.am,Rock
William Adams,Pop
William Bolton,Pop
William Claeson,Pop
William Jacobs,Hip-Hop/Rap
William Ten Have,Pop
Willie Colón,Salsa
Willie Nelson,Country
WILLIS,Pop
WILLOW,Alternative Rock
Willowdale,Pop
Willyynova,Pop
Wilson Pickett,R&B
Windows 96,Pop
Wings,Pop
Winola Weber,Pop
Winston Brey,Pop
Witness,Pop
Wiz Khalifa,Hip-Hop/Rap
Wiz Senega,Pop
Wizkid,Dancehall
Wolf Alice,Alternative Rock
Wolfgang Amadeus Mozart,Classical
Wu-Tang Clan,Hip-Hop/Rap
X Ambassadors,Alternative Rock
Xanity,Pop
Xavier Wulf,Pop
Xntry,Pop
XXKATUSJINSUX,Pop
XXXTENTACION,Emo
Y2K,Pop
Yakkle,Pop
Yakob Dye,Pop
Yamê,Pop
Yash Narvekar,Malay Pop
Yashita Sharma,Indian Pop
Yasser Desai,Bollywood
Yaydo,Pop
YBN Nahmir,Hip-Hop/Rap
Ye,Pop
Yeah Yeah Yeahs,Punk
Yeat,Pop
Yebba,Rock
Yehezkel Raz,Pop
YG,Hip-Hop/Rap
Yizzy,Pop
YNG LEGEND,Pop
YNG OG,Pop
YNM Skits,Pop
YNW Melly,Hip-Hop/Rap
Yo Yo Honey Singh,Hip-Hop/Rap
Yohani,Indie Rock
Yoko Shimomura,Pop
Yonny,Pop
Yot Club,Indie Pop
You'll Never Get to Heaven,Ambient
Young Khaliq,Hip-Hop/Rap
Young Money,Hip-Hop/Rap
Young Nudy,Hip-Hop/Rap
Young Stoner Life,Hip-Hop/Rap
Young T & Bugsey,Hip-Hop/Rap
Young the Giant,Alternative Rock
Young Thug,Hip-Hop/Rap
YoungBoy Never Broke Again,Hip-Hop/Rap
your movie soundtrack,Classical
YT,Pop
Yuji Ohno,Pop
Yung Bleu,Hip-Hop/Rap
Yung Filly,Pop
Yung Gravy,Hip-Hop/Rap
Yung Lean,Dance
Yung Pooda,Pop
Yung Zime,Pop
YUNGMORPHEUS,Pop
Yusef Lateef,Pop
Yves Montand,Pop
Yves Tumor,Gospel
Yves V,House
z4ne,Pop
Zach Dawson,Pop
Zach Flash,Pop
Zach Templar,Pop
Zachary Nelson,Pop
Zachary Ronin,Pop
Zack Knight,Hip-Hop/Rap
Zaeden,EDM
Zara Larsson,Pop
Zatrix,Pop
ZAYN,Dance
Zedd,Techno
Zela Margossian Quintet,Pop
Zen Anani,Pop
Zephyrical,Pop
Zh'yahr,Pop
Zims Ele,Ambient
Zion Houston,Pop
Zlone,Pop
Zola Davis,Pop
Zoo Culture,Pop
Zoot Sims,Pop
ZULAN,Pop
¥$,Pop
Âm thanh đưa vào giấc ngủ,Pop
Édith Piaf,Opera
Øneheart,Pop
攬佬SKAI ISYOURGOD,Pop
緑,Electronic
